yr,sex,FirstForename,number,rank,position
1980,B,Holden,1,513,  513=
1980,B,Hon,1,513,  513=
1980,B,Hope,1,513,  513=
1980,B,Hung-Yuen,1,513,  513=
1980,B,Husam,1,513,  513=
1980,B,Iaian,1,513,  513=
1980,B,Ibrar,1,513,  513=
1980,B,Iffanyi,1,513,  513=
1980,B,Ikenna,1,513,  513=
1980,B,Iloakagbune,1,513,  513=
1980,B,Imtaiz,1,513,  513=
1980,B,Ioanis,1,513,  513=
1980,B,Iris,1,513,  513=
1980,B,Irvin,1,513,  513=
1980,B,Ishfaq,1,513,  513=
1980,B,Islay,1,513,  513=
1980,B,Ismaeel,1,513,  513=
1980,B,Ismail,1,513,  513=
1980,B,Isobel,1,513,  513=
1980,B,Issam,1,513,  513=
1980,B,Istiak,1,513,  513=
1980,B,Isura,1,513,  513=
1980,B,Ivantara,1,513,  513=
1980,B,Ivar,1,513,  513=
1980,B,Jackson,1,513,  513=
1980,B,Jade,1,513,  513=
1980,B,Jagivan,1,513,  513=
1980,B,Jai,1,513,  513=
1980,B,James-Aarron,1,513,  513=
1980,B,Janaid,1,513,  513=
1980,B,Jardine,1,513,  513=
1980,B,Jared,1,513,  513=
1980,B,Java,1,513,  513=
1980,B,Javaid,1,513,  513=
1980,B,Jaymie,1,513,  513=
1980,B,Jean-Louis,1,513,  513=
1980,B,Jenning,1,513,  513=
1980,B,Jiang,1,513,  513=
1980,B,Jijay,1,513,  513=
1980,B,Jimi,1,513,  513=
1980,B,Jo,1,513,  513=
1980,B,Joachim,1,513,  513=
1980,B,Jocelyn,1,513,  513=
1980,B,Johan,1,513,  513=
1980,B,Johann,1,513,  513=
1980,B,John-Albert,1,513,  513=
1980,B,John-David,1,513,  513=
1980,B,Johnie,1,513,  513=
1980,B,Johnnie,1,513,  513=
1980,B,Johothan,1,513,  513=
1980,B,Jojhar,1,513,  513=
1980,B,Jon-Joe,1,513,  513=
1980,B,Jon-Paul,1,513,  513=
1980,B,Jordy,1,513,  513=
1980,B,Josie,1,513,  513=
1980,B,Juhana,1,513,  513=
1980,B,Julien,1,513,  513=
1980,B,Jura,1,513,  513=
1980,B,Juzer,1,513,  513=
1980,B,Jy-Rell,1,513,  513=
1980,B,Kakash,1,513,  513=
1980,B,Kale,1,513,  513=
1980,B,Kaleem,1,513,  513=
1980,B,Kalman,1,513,  513=
1980,B,Kam,1,513,  513=
1980,B,Kamal,1,513,  513=
1980,B,Karim,1,513,  513=
1980,B,Karma,1,513,  513=
1980,B,Kashaf,1,513,  513=
1980,B,Kashie,1,513,  513=
1980,B,Kashif,1,513,  513=
1980,B,Kasum,1,513,  513=
1980,B,Kaveh,1,513,  513=
1980,B,Kavirat,1,513,  513=
1980,B,Kazim,1,513,  513=
1980,B,Kein,1,513,  513=
1980,B,Keiran,1,513,  513=
1980,B,Kelvin,1,513,  513=
1980,B,Kelvyn,1,513,  513=
1980,B,Ken,1,513,  513=
1980,B,Kennith,1,513,  513=
1980,B,Kern,1,513,  513=
1980,B,Kerry,1,513,  513=
1980,B,Ketil,1,513,  513=
1980,B,Kevin-Marley,1,513,  513=
1980,B,Khaber,1,513,  513=
1980,B,Khalid,1,513,  513=
1980,B,Khaliq,1,513,  513=
1980,B,Kharis,1,513,  513=
1980,B,Khawar,1,513,  513=
1980,B,Khuram,1,513,  513=
1980,B,Khurram,1,513,  513=
1980,B,Kian,1,513,  513=
1980,B,Kiern,1,513,  513=
1980,B,Kirsty,1,513,  513=
1980,B,Kjartan,1,513,  513=
1980,B,Kofi,1,513,  513=
1980,B,Kon,1,513,  513=
1980,B,Kong,1,513,  513=
1980,B,Konrad,1,513,  513=
1980,B,Konstantinos,1,513,  513=
1980,B,Krishna,1,513,  513=
1980,B,Kriss,1,513,  513=
1980,B,Kristan,1,513,  513=
1980,B,Kristof,1,513,  513=
1980,B,Kuldiphe,1,513,  513=
1980,B,Kulraj,1,513,  513=
1980,B,Kumran,1,513,  513=
1980,B,Kustandinos,1,513,  513=
1980,B,Lana,1,513,  513=
1980,B,Largue,1,513,  513=
1980,B,Larry,1,513,  513=
1980,B,Lathan,1,513,  513=
1980,B,Laurin,1,513,  513=
1980,B,Leah,1,513,  513=
1980,B,Leask,1,513,  513=
1980,B,Leith,1,513,  513=
1980,B,Lenoard,1,513,  513=
1980,B,Leonardo,1,513,  513=
1980,B,Lesley,1,513,  513=
1980,B,Lester,1,513,  513=
1980,B,Lethola,1,513,  513=
1980,B,Lewiss,1,513,  513=
1980,B,Lindsey,1,513,  513=
1980,B,Lionel,1,513,  513=
1980,B,Lliam,1,513,  513=
1980,B,Logan,1,513,  513=
1980,B,Lokman,1,513,  513=
1980,B,Loren,1,513,  513=
1980,B,Lori,1,513,  513=
1980,B,Loucas,1,513,  513=
1980,B,Louie,1,513,  513=
1980,B,Luca,1,513,  513=
1980,B,Lucas,1,513,  513=
1980,B,Ludovic,1,513,  513=
1980,B,Luigi,1,513,  513=
1980,B,Lyndon,1,513,  513=
1980,B,Lynn,1,513,  513=
1980,B,Maarten,1,513,  513=
1980,B,Mahmood,1,513,  513=
1980,B,Mahmoud,1,513,  513=
1980,B,Majid,1,513,  513=
1980,B,Malik,1,513,  513=
1980,B,Mallory,1,513,  513=
1980,B,Mamidi,1,513,  513=
1980,B,Man,1,513,  513=
1980,B,Manmohan,1,513,  513=
1980,B,Manpal,1,513,  513=
1980,B,Manv,1,513,  513=
1980,B,Marc-Jean,1,513,  513=
1980,B,Marcel,1,513,  513=
1980,B,Marcella,1,513,  513=
1980,B,Marcello,1,513,  513=
1980,B,Marek,1,513,  513=
1980,B,Marinos,1,513,  513=
1980,B,Markku,1,513,  513=
1980,B,Markos,1,513,  513=
1980,B,Martinus,1,513,  513=
1980,B,Martyn-Symonds,1,513,  513=
1980,B,Marvin,1,513,  513=
1980,B,Mary,1,513,  513=
1980,B,Matthew-John,1,513,  513=
1980,B,Maureen,1,513,  513=
1980,B,Max,1,513,  513=
1980,B,Maximilian,1,513,  513=
1980,B,Mehdi,1,513,  513=
1980,B,Melanie,1,513,  513=
1980,B,Melvin,1,513,  513=
1980,B,Melvyn,1,513,  513=
1980,B,Michaelangelo,1,513,  513=
1980,B,Michele,1,513,  513=
1980,B,Miguel,1,513,  513=
1980,B,Mikal,1,513,  513=
1980,B,Miller,1,513,  513=
1980,B,Minahaz,1,513,  513=
1980,B,Minesh,1,513,  513=
1980,B,Mir-Reza,1,513,  513=
1980,B,Mobashar,1,513,  513=
1980,B,Mohamad,1,513,  513=
1980,B,Mohibul,1,513,  513=
1980,B,Mohommed,1,513,  513=
1980,B,Mozamille,1,513,  513=
1980,B,Muazzam-Ali,1,513,  513=
1980,B,Mubarik,1,513,  513=
1980,B,Mubshir,1,513,  513=
1980,B,Mugendi,1,513,  513=
1980,B,Mujahid,1,513,  513=
1980,B,Mukesh,1,513,  513=
1980,B,Mungo,1,513,  513=
1980,B,Munro,1,513,  513=
1980,B,Murat,1,513,  513=
1980,B,Murdoch,1,513,  513=
1980,B,Nabeel,1,513,  513=
1980,B,Nabil,1,513,  513=
1980,B,Nader,1,513,  513=
1980,B,Nadir,1,513,  513=
1980,B,Nafees,1,513,  513=
1980,B,Naheem,1,513,  513=
1980,B,Naiyeem,1,513,  513=
1980,B,Nanak,1,513,  513=
1980,B,Nasar,1,513,  513=
1980,B,Nasir,1,513,  513=
1980,B,Nasser,1,513,  513=
1980,B,Nathanael,1,513,  513=
1980,B,Nathanial,1,513,  513=
1980,B,Naveed,1,513,  513=
1980,B,Navid,1,513,  513=
1980,B,Navin,1,513,  513=
1980,B,Nawied,1,513,  513=
1980,B,Neeraj,1,513,  513=
1980,B,Neile,1,513,  513=
1980,B,Nelson,1,513,  513=
1980,B,Neville,1,513,  513=
1980,B,Newall,1,513,  513=
1980,B,Niaill,1,513,  513=
1980,B,Nick,1,513,  513=
1980,B,Nicklaus,1,513,  513=
1980,B,Nickos,1,513,  513=
1980,B,Nicoll,1,513,  513=
1980,B,Niek,1,513,  513=
1980,B,Niell,1,513,  513=
1980,B,Nima,1,513,  513=
1980,B,Nimrod,1,513,  513=
1980,B,Nino,1,513,  513=
1980,B,Niresh,1,513,  513=
1980,B,Nirmal,1,513,  513=
1980,B,Nonedim,1,513,  513=
1980,B,Ogmundur,1,513,  513=
1980,B,Ohiorenuan,1,513,  513=
1980,B,Olindo,1,513,  513=
1980,B,Omeed,1,513,  513=
1980,B,Omsan,1,513,  513=
1980,B,Oren,1,513,  513=
1980,B,Oscar,1,513,  513=
1980,B,Osman,1,513,  513=
1980,B,Ossama,1,513,  513=
1980,B,Ossian,1,513,  513=
1980,B,Ousame,1,513,  513=
1980,B,Owain,1,513,  513=
1980,B,Owais,1,513,  513=
1980,B,Owyn,1,513,  513=
1980,B,Pancho,1,513,  513=
1980,B,Pankaj,1,513,  513=
1980,B,Papa,1,513,  513=
1980,B,Pascal,1,513,  513=
1980,B,Pasquale,1,513,  513=
1980,B,Pauli,1,513,  513=
1980,B,Pedro,1,513,  513=
1980,B,Perry,1,513,  513=
1980,B,Phil,1,513,  513=
1980,B,Phyl,1,513,  513=
1980,B,Piers,1,513,  513=
1980,B,Pieter,1,513,  513=
1980,B,Pinky,1,513,  513=
1980,B,Prateek,1,513,  513=
1980,B,Pretham,1,513,  513=
1980,B,Qaiser,1,513,  513=
1980,B,Quintin,1,513,  513=
1980,B,Quinton,1,513,  513=
1980,B,Qutubuddin,1,513,  513=
1980,B,Rachin,1,513,  513=
1980,B,Rahul,1,513,  513=
1980,B,Raj,1,513,  513=
1980,B,Raja,1,513,  513=
1980,B,Rajan,1,513,  513=
1980,B,Rajinder,1,513,  513=
1980,B,Rajver,1,513,  513=
1980,B,Raman,1,513,  513=
1980,B,Ramsey,1,513,  513=
1980,B,Randeep,1,513,  513=
1980,B,Rany,1,513,  513=
1980,B,Raoul,1,513,  513=
1980,B,Raphy,1,513,  513=
1980,B,Ravi,1,513,  513=
1980,B,Ravindra,1,513,  513=
1980,B,Rawinder,1,513,  513=
1980,B,Razaq,1,513,  513=
1980,B,Razib,1,513,  513=
1980,B,Razin,1,513,  513=
1980,B,Razwan,1,513,  513=
1980,B,Reeve,1,513,  513=
1980,B,Rehan,1,513,  513=
1980,B,Rehman,1,513,  513=
1980,B,Reinty,1,513,  513=
1980,B,Renato,1,513,  513=
1980,B,Rene,1,513,  513=
1980,B,Renzo,1,513,  513=
1980,B,Reynaldo,1,513,  513=
1980,B,Rheon,1,513,  513=
1980,B,Rhian,1,513,  513=
1980,B,Rhoderick,1,513,  513=
1980,B,Rhudi,1,513,  513=
1980,B,Riad,1,513,  513=
1980,B,Riadh,1,513,  513=
1980,B,Ricardo,1,513,  513=
1980,B,Ricki,1,513,  513=
1980,B,Rico,1,513,  513=
1980,B,Rino,1,513,  513=
1980,B,Robbe,1,513,  513=
1980,B,Rocco,1,513,  513=
1980,B,Rod,1,513,  513=
1980,B,Rodd,1,513,  513=
1980,B,Rodi,1,513,  513=
1980,B,Rodie,1,513,  513=
1980,B,Rohan,1,513,  513=
1980,B,Roi,1,513,  513=
1980,B,Roray,1,513,  513=
1980,B,Roshie,1,513,  513=
1980,B,Rossano,1,513,  513=
1980,B,Rowan,1,513,  513=
1980,B,Rowley,1,513,  513=
1980,B,Ruariadh,1,513,  513=
1980,B,Ruarri,1,513,  513=
1980,B,Ruchin,1,513,  513=
1980,B,Rudy,1,513,  513=
1980,B,Ruksaar,1,513,  513=
1980,B,Rule,1,513,  513=
1980,B,Rupert,1,513,  513=
1980,B,Ryden,1,513,  513=
1980,B,Ryne,1,513,  513=
1980,B,Saad,1,513,  513=
1980,B,Sabahat,1,513,  513=
1980,B,Sahir,1,513,  513=
1980,B,Sajid,1,513,  513=
1980,B,Sajjad,1,513,  513=
1980,B,Sakander,1,513,  513=
1980,B,Saleh,1,513,  513=
1980,B,Salem,1,513,  513=
1980,B,Sameer,1,513,  513=
1980,B,Samir,1,513,  513=
1980,B,Sandro,1,513,  513=
1980,B,Sanjay,1,513,  513=
1980,B,Sanjeev,1,513,  513=
1980,B,Sarfraz,1,513,  513=
1980,B,Satpal,1,513,  513=
1980,B,Satvinder,1,513,  513=
1980,B,Saul,1,513,  513=
1980,B,Sceamus,1,513,  513=
1980,B,Seain,1,513,  513=
1980,B,Sebastian,1,513,  513=
1980,B,Serafim,1,513,  513=
1980,B,Sergio,1,513,  513=
1980,B,Shabbir,1,513,  513=
1980,B,Shafiq,1,513,  513=
1980,B,Shai,1,513,  513=
1980,B,Shain,1,513,  513=
1980,B,Shakeel,1,513,  513=
1980,B,Shankar,1,513,  513=
1980,B,Sharaf,1,513,  513=
1980,B,Sharif,1,513,  513=
1980,B,Sharlene,1,513,  513=
1980,B,Shaubhik,1,513,  513=
1980,B,Shaun-Paul,1,513,  513=
1980,B,Shayne,1,513,  513=
1980,B,Shazali,1,513,  513=
1980,B,Shazly,1,513,  513=
1980,B,Shehzad,1,513,  513=
1980,B,Sheraz,1,513,  513=
1980,B,Shezad,1,513,  513=
1980,B,Shujaat,1,513,  513=
1980,B,Shumshul,1,513,  513=
1980,B,Siean,1,513,  513=
1980,B,Snorri,1,513,  513=
1980,B,Solomon,1,513,  513=
1980,B,Somhairle,1,513,  513=
1980,B,Soo-Jin,1,513,  513=
1980,B,Sorjeet,1,513,  513=
1980,B,Sorley,1,513,  513=
1980,B,Stephan,1,513,  513=
1980,B,Steuart,1,513,  513=
1980,B,Stevenson,1,513,  513=
1980,B,Stevie,1,513,  513=
1980,B,Struthers,1,513,  513=
1980,B,Sukdevb,1,513,  513=
1980,B,Sukhdeep,1,513,  513=
1980,B,Sukhveer,1,513,  513=
1980,B,Sultan,1,513,  513=
1980,B,Sumit,1,513,  513=
1980,B,Sunil,1,513,  513=
1980,B,Sunjit,1,513,  513=
1980,B,Suresh,1,513,  513=
1980,B,Tadg,1,513,  513=
1980,B,Tajinder,1,513,  513=
1980,B,Taleha,1,513,  513=
1980,B,Tanveer,1,513,  513=
1980,B,Tanweer,1,513,  513=
1980,B,Tarek,1,513,  513=
1980,B,Tareq,1,513,  513=
1980,B,Tarig,1,513,  513=
1980,B,Tariq,1,513,  513=
1980,B,Tarique,1,513,  513=
1980,B,Ted,1,513,  513=
1980,B,Tejinder,1,513,  513=
1980,B,Teodor,1,513,  513=
1980,B,Terance,1,513,  513=
1980,B,Terrence,1,513,  513=
1980,B,Thanh,1,513,  513=
1980,B,Theodore,1,513,  513=
1980,B,Thorfinn,1,513,  513=
1980,B,Ting,1,513,  513=
1980,B,Tobias,1,513,  513=
1980,B,Todd,1,513,  513=
1980,B,Tomal,1,513,  513=
1980,B,Tomas,1,513,  513=
1980,B,Torcail,1,513,  513=
1980,B,Torfinn,1,513,  513=
1980,B,Torleif,1,513,  513=
1980,B,Torquil,1,513,  513=
1980,B,Travers,1,513,  513=
1980,B,Trefor,1,513,  513=
1980,B,Trinity,1,513,  513=
1980,B,Tristian,1,513,  513=
1980,B,Triston,1,513,  513=
1980,B,Tristram,1,513,  513=
1980,B,Tristrum,1,513,  513=
1980,B,Tsen,1,513,  513=
1980,B,Turki,1,513,  513=
1980,B,Ty,1,513,  513=
1980,B,Ujjal,1,513,  513=
1980,B,Usama,1,513,  513=
1980,B,Usman,1,513,  513=
1980,B,Ussman,1,513,  513=
1980,B,Uyi,1,513,  513=
1980,B,Valerio,1,513,  513=
1980,B,Varinder,1,513,  513=
1980,B,Vasim,1,513,  513=
1980,B,Vicente,1,513,  513=
1980,B,Vicky,1,513,  513=
1980,B,Victoria,1,513,  513=
1980,B,Vidyadhar,1,513,  513=
1980,B,Vijay,1,513,  513=
1980,B,Vikraj,1,513,  513=
1980,B,Vytis,1,513,  513=
1980,B,Walker,1,513,  513=
1980,B,Waqas,1,513,  513=
1980,B,Warner,1,513,  513=
1980,B,Wassim,1,513,  513=
1980,B,Waylon,1,513,  513=
1980,B,Webster,1,513,  513=
1980,B,Welland,1,513,  513=
1980,B,Wen,1,513,  513=
1980,B,Willean,1,513,  513=
1980,B,Willem,1,513,  513=
1980,B,Willie,1,513,  513=
1980,B,Wolfgang,1,513,  513=
1980,B,Yahya,1,513,  513=
1980,B,Yasar,1,513,  513=
1980,B,Yasin,1,513,  513=
1980,B,Yasir,1,513,  513=
1980,B,Yat,1,513,  513=
1980,B,Yau,1,513,  513=
1980,B,Yazan,1,513,  513=
1980,B,Yew,1,513,  513=
1980,B,Yick,1,513,  513=
1980,B,Yiu,1,513,  513=
1980,B,Yoke,1,513,  513=
1980,B,Yul,1,513,  513=
1980,B,Yun,1,513,  513=
1980,B,Zabair,1,513,  513=
1980,B,Zachary,1,513,  513=
1980,B,Zaheed,1,513,  513=
1980,B,Zahir,1,513,  513=
1980,B,Zak,1,513,  513=
1980,B,Zamran,1,513,  513=
1980,B,Zane,1,513,  513=
1980,B,Zeeshan,1,513,  513=
1980,B,Zeid,1,513,  513=
1980,B,Ziggi,1,513,  513=
1980,B,Zishan,1,513,  513=
1980,B,Ziyad,1,513,  513=
1980,B,Zubair,1,513,  513=
1980,B,Zubeir,1,513,  513=
1980,G,Laura,1023,1,1
1980,G,Claire,852,2,2
1980,G,Lisa,741,3,3
1980,G,Nicola,737,4,4
1980,G,Louise,707,5,5
1980,G,Karen,653,6,6
1980,G,Fiona,615,7,7
1980,G,Jennifer,612,8,8
1980,G,Michelle,609,9,9
1980,G,Emma,548,10,10
1980,G,Sarah,545,11,11
1980,G,Gillian,531,12,12
1980,G,Kelly,467,13,13
1980,G,Susan,459,14,14
1980,G,Angela,454,15,15
1980,G,Donna,429,16,16
1980,G,Kirsty,390,17,17
1980,G,Julie,386,18,18
1980,G,Pamela,376,19,19
1980,G,Joanne,350,20,20
1980,G,Caroline,339,21,21
1980,G,Amanda,316,22,22
1980,G,Tracy,310,23,23
1980,G,Sharon,305,24,24
1980,G,Lynne,298,25,25
1980,G,Elaine,294,26,26
1980,G,Deborah,293,27,27
1980,G,Jacqueline,288,28,28
1980,G,Alison,286,29,29
1980,G,Lynsey,283,30,30
1980,G,Victoria,280,31,31
1980,G,Kerry,277,32,32
1980,G,Leanne,273,33,33
1980,G,Lorraine,258,34,34
1980,G,Lesley,249,35,35
1980,G,Elizabeth,247,36,36
1980,G,Lorna,238,37,37
1980,G,Catherine,224,38,38
1980,G,Lynn,209,39,39
1980,G,Suzanne,208,40,40
1980,G,Heather,193,41,41
1980,G,Helen,187,42,   42=
1980,G,Lindsay,187,42,   42=
1980,G,Margaret,187,42,   42=
1980,G,Clare,185,45,45
1980,G,Cheryl,182,46,   46=
1980,G,Debbie,182,46,   46=
1980,G,Pauline,175,48,48
1980,G,Dawn,174,49,49
1980,G,Carol,167,50,50
1980,G,Mary,159,51,51
1980,G,Natalie,156,52,52
1980,G,Linda,154,53,53
1980,G,Jane,151,54,54
1980,G,Diane,150,55,   55=
1980,G,Stacey,150,55,   55=
1980,G,Carrie,149,57,57
1980,G,Yvonne,144,58,58
1980,G,Rebecca,143,59,59
1980,G,Christine,142,60,60
1980,G,Marie,138,61,61
1980,G,Charlene,134,62,62
1980,G,Rachel,133,63,63
1980,G,Anne,131,64,64
1980,G,Tracey,130,65,65
1980,G,Jill,121,66,   66=
1980,G,Samantha,121,66,   66=
1980,G,Ashley,120,68,68
1980,G,Paula,119,69,69
1980,G,Joanna,118,70,70
1980,G,Stephanie,112,71,71
1980,G,Andrea,111,72,   72=
1980,G,Shona,111,72,   72=
1980,G,Denise,109,74,74
1980,G,Anna,107,75,   75=
1980,G,Hazel,107,75,   75=
1980,G,Katrina,105,77,77
1980,G,Ruth,102,78,78
1980,G,Gayle,100,79,79
1980,G,Lee,97,80,   80=
1980,G,Sara,97,80,   80=
1980,G,Catriona,96,82,82
1980,G,Kathryn,94,83,   83=
1980,G,Leigh,94,83,   83=
1980,G,Mhairi,94,83,   83=
1980,G,Wendy,93,86,86
1980,G,Amy,92,87,87
1980,G,Jillian,89,88,88
1980,G,Katherine,88,89,89
1980,G,Gail,87,90,90
1980,G,Linsey,84,91,91
1980,G,Christina,83,92,92
1980,G,Lucy,82,93,   93=
1980,G,Melanie,82,93,   93=
1980,G,Sandra,79,95,95
1980,G,Ann,78,96,   96=
1980,G,Kathleen,78,96,   96=
1980,G,Shelley,77,98,98
1980,G,Kirsten,76,99,99
1980,G,Kim,75,100,  100=
1980,G,Lyndsey,75,100,  100=
1980,G,Lauren,73,102,102
1980,G,Patricia,70,103,  103=
1980,G,Vicki,70,103,  103=
1980,G,Aileen,68,105,  105=
1980,G,Lyndsay,68,105,  105=
1980,G,Gemma,67,107,  107=
1980,G,Vicky,67,107,  107=
1980,G,Arlene,66,109,  109=
1980,G,Lindsey,66,109,  109=
1980,G,Mairi,64,111,111
1980,G,Emily,62,112,112
1980,G,Kimberley,59,113,  113=
1980,G,Zoe,59,113,  113=
1980,G,Melissa,57,115,  115=
1980,G,Stacy,57,115,  115=
1980,G,Kirsteen,55,117,117
1980,G,Janet,53,118,118
1980,G,Alana,51,119,  119=
1980,G,Judith,51,119,  119=
1980,G,Audrey,50,121,  121=
1980,G,Frances,50,121,  121=
1980,G,Lynda,50,121,  121=
1980,G,Shirley,50,121,  121=
1980,G,Barbara,49,125,  125=
1980,G,Mandy,49,125,  125=
1980,G,Danielle,47,127,127
1980,G,Carolyn,46,128,  128=
1980,G,Rachael,46,128,  128=
1980,G,Kate,45,130,  130=
1980,G,Leeanne,45,130,  130=
1980,G,Maria,45,130,  130=
1980,G,Marion,45,130,  130=
1980,G,Rhona,45,130,  130=
1980,G,Julia,44,135,135
1980,G,Eleanor,43,136,  136=
1980,G,Hannah,43,136,  136=
1980,G,Katie,42,138,  138=
1980,G,Kirstin,42,138,  138=
1980,G,Lee-Ann,42,138,  138=
1980,G,Louisa,42,138,  138=
1980,G,Lee-Anne,41,142,142
1980,G,Eilidh,40,143,  143=
1980,G,Morag,40,143,  143=
1980,G,Nichola,40,143,  143=
1980,G,Alexandra,39,146,146
1980,G,Adele,38,147,  147=
1980,G,Allison,38,147,  147=
1980,G,Ashleigh,38,147,  147=
1980,G,Leeann,38,147,  147=
1980,G,Clair,37,151,151
1980,G,Carole,36,152,  152=
1980,G,Siobhan,36,152,  152=
1980,G,Eileen,34,154,  154=
1980,G,Nadia,34,154,  154=
1980,G,Naomi,34,154,  154=
1980,G,Charlotte,33,157,157
1980,G,Ailsa,32,158,  158=
1980,G,Janice,32,158,  158=
1980,G,Leah,32,158,  158=
1980,G,Lynette,32,158,  158=
1980,G,Vikki,32,158,  158=
1980,G,Erin,31,163,  163=
1980,G,Evelyn,31,163,  163=
1980,G,Maureen,31,163,  163=
1980,G,Susanne,31,163,  163=
1980,G,Colette,30,167,  167=
1980,G,Jenna,30,167,  167=
1980,G,Lynsay,30,167,  167=
1980,G,Teresa,30,167,  167=
1980,G,Theresa,30,167,  167=
1980,G,Jayne,29,172,  172=
1980,G,Kay,29,172,  172=
1980,G,Sarah-Jane,29,172,  172=
1980,G,Isla,28,175,  175=
1980,G,Janine,28,175,  175=
1980,G,Jodie,28,175,  175=
1980,G,Jolene,28,175,  175=
1980,G,Leona,28,175,  175=
1980,G,Marianne,28,175,  175=
1980,G,Rosemary,28,175,  175=
1980,G,Debra,27,182,  182=
1980,G,Hayley,27,182,  182=
1980,G,Jean,27,182,  182=
1980,G,Lyn,27,182,  182=
1980,G,Natasha,27,182,  182=
1980,G,Nicole,27,182,  182=
1980,G,Sally,26,188,188
1980,G,Georgina,25,189,  189=
1980,G,Jaclyn,25,189,  189=
1980,G,Cara,24,191,  191=
1980,G,Lianne,24,191,  191=
1980,G,Nadine,24,191,  191=
1980,G,Carla,23,194,  194=
1980,G,Diana,23,194,  194=
1980,G,Geraldine,23,194,  194=
1980,G,Kerri,23,194,  194=
1980,G,Veronica,23,194,  194=
1980,G,Beverley,22,199,  199=
1980,G,June,22,199,  199=
1980,G,Kerrie,22,199,  199=
1980,G,Moira,22,199,  199=
1980,G,Sonya,22,199,  199=
1980,G,Tanya,22,199,  199=
1980,G,Alice,21,205,  205=
1980,G,Ann-Marie,21,205,  205=
1980,G,Faye,21,205,  205=
1980,G,Irene,21,205,  205=
1980,G,Jenny,21,205,  205=
1980,G,Tina,21,205,  205=
1980,G,Alexis,20,211,  211=
1980,G,Alyson,20,211,  211=
1980,G,Carly,20,211,  211=
1980,G,Dianne,20,211,  211=
1980,G,Iona,20,211,  211=
1980,G,Kellie,20,211,  211=
1980,G,Michele,20,211,  211=
1980,G,Sharlene,20,211,  211=
1980,G,Valerie,20,211,  211=
1980,G,Agnes,19,220,  220=
1980,G,Bernadette,19,220,  220=
1980,G,Ellen,19,220,  220=
1980,G,Janette,19,220,  220=
1980,G,Joyce,19,220,  220=
1980,G,Kirstie,19,220,  220=
1980,G,Rosalind,19,220,  220=
1980,G,Annmarie,18,227,  227=
1980,G,Brenda,18,227,  227=
1980,G,Colleen,18,227,  227=
1980,G,Erica,18,227,  227=
1980,G,Katy,18,227,  227=
1980,G,Sheila,18,227,  227=
1980,G,Sonia,18,227,  227=
1980,G,Vanessa,18,227,  227=
1980,G,Anne-Marie,17,235,  235=
1980,G,Hilary,17,235,  235=
1980,G,Josephine,17,235,  235=
1980,G,Nina,17,235,  235=
1980,G,Sheena,17,235,  235=
1980,G,Tara,17,235,  235=
1980,G,Anita,16,241,  241=
1980,G,Evonne,16,241,  241=
1980,G,Linzi,16,241,  241=
1980,G,Morven,16,241,  241=
1980,G,Tammy,16,241,  241=
1980,G,Annemarie,15,246,  246=
1980,G,Corinne,15,246,  246=
1980,G,Esther,15,246,  246=
1980,G,Jade,15,246,  246=
1980,G,Jessica,15,246,  246=
1980,G,Leigh-Ann,15,246,  246=
1980,G,Leigh-Anne,15,246,  246=
1980,G,Linsay,15,246,  246=
1980,G,Nikki,15,246,  246=
1980,G,Stefanie,15,246,  246=
1980,G,Eve,14,256,  256=
1980,G,Joan,14,256,  256=
1980,G,Monica,14,256,  256=
1980,G,Rona,14,256,  256=
1980,G,Rowan,14,256,  256=
1980,G,Aimee,13,261,  261=
1980,G,Carrie-Anne,13,261,  261=
1980,G,Grace,13,261,  261=
1980,G,Heidi,13,261,  261=
1980,G,Helena,13,261,  261=
1980,G,Holly,13,261,  261=
1980,G,Kara,13,261,  261=
1980,G,Kari,13,261,  261=
1980,G,Kelly-Ann,13,261,  261=
1980,G,Kimberly,13,261,  261=
1980,G,Laurie,13,261,  261=
1980,G,Lea,13,261,  261=
1980,G,Liza,13,261,  261=
1980,G,Sheryl,13,261,  261=
1980,G,Vivien,13,261,  261=
1980,G,Ainsley,12,276,  276=
1980,G,Annette,12,276,  276=
1980,G,Collette,12,276,  276=
1980,G,Isabel,12,276,  276=
1980,G,Jan,12,276,  276=
1980,G,Jodi,12,276,  276=
1980,G,Katharine,12,276,  276=
1980,G,Maxine,12,276,  276=
1980,G,Ria,12,276,  276=
1980,G,Sophie,12,276,  276=
1980,G,Carolann,11,286,  286=
1980,G,Elinor,11,286,  286=
1980,G,Elisabeth,11,286,  286=
1980,G,Gwen,11,286,  286=
1980,G,Keri,11,286,  286=
1980,G,Kristen,11,286,  286=
1980,G,Rose,11,286,  286=
1980,G,Roslyn,11,286,  286=
1980,G,Shelly,11,286,  286=
1980,G,Vivienne,11,286,  286=
1980,G,Avril,10,296,  296=
1980,G,Davina,10,296,  296=
1980,G,Dorothy,10,296,  296=
1980,G,Francesca,10,296,  296=
1980,G,Jemma,10,296,  296=
1980,G,Jody,10,296,  296=
1980,G,Justine,10,296,  296=
1980,G,Kaye,10,296,  296=
1980,G,Kelly-Anne,10,296,  296=
1980,G,Kristina,10,296,  296=
1980,G,Lesley-Ann,10,296,  296=
1980,G,Marilyn,10,296,  296=
1980,G,Marina,10,296,  296=
1980,G,Sandie,10,296,  296=
1980,G,Sasha,10,296,  296=
